item_id,brand,monthy_sale_trend_202511,monthy_sale_trend_202512,202512月销量,品牌
MLC1485119179,,,,0.0,Genérica
MLC1485206783,Sonoff,0.0,0.0,1.0,Sonoff
MLC1485219663,,,,0.0,Daewoo
MLC1485255501,,,,0.0,Wyze
MLC1485323079,,,,0.0,Hikvision
MLC1485507255,,0.0,1.0,1.0,Max
MLC1485509365,,,,0.0,Jerzou
MLC1485811909,,,,0.0,SecTec
MLC1486000193,,,,0.0,Nexxt
MLC1486049571,,,,0.0,Nexxt
MLC1486057015,,0.0,0.0,0.0,Dahua
MLC1486063939,,,,0.0,
MLC1486076897,,,,0.0,
MLC1486082483,,0.0,0.0,0.0,Dahua
MLC1486088501,,,,0.0,Nexxt
MLC1486088735,,,,0.0,Nexxt
MLC1486211755,,,,10.0,Genérica
MLC1486392989,,,,0.0,Dahua
MLC1486426705,,,,0.0,TP-Link
MLC1486431107,,0.0,0.0,0.0,CCTV
MLC1486444007,CCTV,4.0,1.0,1.0,CCTV
MLC1486464663,,,,0.0,TP-Link
MLC1486464665,,,,0.0,TP-Link
MLC1486837867,,,,0.0,XY
MLC1486859539,,,,0.0,Eufy Security
MLC1486868999,Nexxt,0.0,1.0,1.0,Nexxt
MLC1486880737,,,,0.0,Tasbel
MLC1486893915,,,,0.0,Crusec
MLC1486910181,,,,0.0,Genérica
MLC1487401989,,,,0.0,Hikvision
MLC1487452453,Dahua,0.0,0.0,0.0,Dahua
MLC1487458597,,,,0.0,Dahua
MLC1487499937,,,,0.0,Hikvision
MLC1487831537,,,,0.0,Koizen
MLC1487858169,,,,0.0,Adkar
MLC1487936885,Ezviz,0.0,0.0,0.0,Ezviz
MLC1488256739,,,,0.0,Parub
MLC1488289747,,,,0.0,DM G-TEC
MLC1488393873,,,,0.0,SecTec
MLC1488507497,,,,0.0,Parub
MLC1488543319,,,,0.0,Hikvision
MLC1488559295,,,,0.0,Parub
MLC1488856231,,,,0.0,Imou
MLC1488869527,,,,0.0,Imou
MLC1488877335,,,,0.0,Eufy Security
MLC1488908699,,,,0.0,Imou
MLC1488916439,,,,0.0,Genérica
MLC1488919383,,,,0.0,Dahua
MLC1488963245,Genérica,0.0,0.0,3.0,Genérica
MLC1489074759,,,,0.0,Hyundai
MLC1489171301,,,,0.0,Rozenberg
MLC1489179647,,,,0.0,Imou
MLC1489198467,,,,0.0,Xiaomi
MLC1489206765,,,,0.0,Genérica
MLC1489213735,,1.0,0.0,1.0,Imou
MLC1489355115,,,,0.0,Sricam
MLC1489410675,,,,0.0,Hoco Premium
MLC1489437773,Imou,1.0,6.0,6.0,Imou
MLC1489444775,,,,0.0,Genérica
MLC1489452527,,,,0.0,Ezviz
MLC1489511081,,,,0.0,Genérica
MLC1489652109,,,,0.0,Genérica
MLC1489653881,Sricam,1.0,3.0,3.0,Sricam
MLC1489664915,,,,0.0,
MLC1489679569,Sricam,1.0,0.0,0.0,Sricam
MLC1489692981,,,,0.0,Ezviz
MLC1489715219,,,,0.0,Genérica
MLC1489718153,Sricam,1.0,2.0,2.0,Sricam
MLC1489731571,Sricam,0.0,4.0,6.0,Sricam
MLC1489741753,,,,0.0,Imou
MLC1489744387,Latindomo by Sricam,0.0,2.0,2.0,Latindomo by Sricam
MLC1489744391,Sricam,2.0,1.0,1.0,Sricam
MLC1489744531,,,,0.0,Ezviz
MLC1489747505,,,,0.0,Tcweb
MLC1489754201,,,,0.0,Dahua
MLC1489767821,Hikvision,7.0,10.0,11.0,Hikvision
MLC1489768041,,,,0.0,Genérica
MLC1489768737,,,,0.0,Ezviz
MLC1489769947,Sricam,1.0,0.0,0.0,Sricam
MLC1489908319,,,,0.0,ARLIMARSTORE
MLC1489971657,,,,0.0,Camara
MLC1490022991,,,,0.0,Wyze
MLC1490044607,,,,0.0,Eufy
MLC1490066725,,,,0.0,Xiaomi
MLC1490073565,,0.0,0.0,0.0,Hikvision
MLC1490109391,,,,0.0,Wifi Smart Net Camera
MLC1490146477,,,,0.0,Philco
MLC1490176393,Dahua,0.0,0.0,0.0,Dahua
MLC1490176943,Dahua,0.0,0.0,,
MLC1490185215,,2.0,0.0,0.0,Dahua
MLC1490185221,,,,0.0,Dahua
MLC1490189311,Dahua,0.0,0.0,0.0,Dahua
MLC1490189383,Dahua,4.0,4.0,2.0,Dahua
MLC1490198079,,0.0,0.0,0.0,Dahua
MLC1490198081,,0.0,0.0,0.0,Dahua
MLC1490198083,,0.0,1.0,1.0,Dahua
MLC1490198089,,,,0.0,Dahua
MLC1490198097,,,,0.0,Dahua
MLC1490203027,,,,0.0,Wifi Smart Net Camera
MLC1490208077,,,,0.0,Xiaomi
MLC1490210535,,,,0.0,Dahua
MLC1490210555,,,,0.0,Dahua
MLC1490215803,Dahua,0.0,0.0,0.0,Dahua
MLC1490223733,,,,0.0,Dahua
MLC1490223739,,,,0.0,Dahua
MLC1490223743,,,,0.0,Dahua
MLC1490223745,,,,0.0,Ezviz
MLC1490236461,,0.0,0.0,,
MLC1490236481,,,,0.0,Dahua
MLC1490246679,,,,0.0,Hikvision
MLC1490247532,,,,0.0,Shenzhen
MLC1490249203,,,,0.0,Dahua
MLC1490262175,,,,0.0,Dahua
MLC1490262185,,,,0.0,Dahua
MLC1490275111,,,,0.0,Dahua
MLC1490288103,,,,0.0,Dahua
MLC1490328487,Relet,1.0,3.0,3.0,Relet
MLC1490389799,,4.0,2.0,2.0,Jortan
MLC1490460653,Sricam,0.0,0.0,0.0,Sricam
MLC1490525329,Sricam,0.0,1.0,0.0,Sricam
MLC1490581885,Philco,3.0,8.0,8.0,Philco
MLC1490627921,,,,0.0,Dahua
MLC1491013813,,,,0.0,Aqara
MLC1491146835,,0.0,0.0,0.0,Ezviz
MLC1491172655,,0.0,0.0,0.0,Ezviz
MLC1491208445,,,,0.0,Dahua
MLC1491514921,,,,0.0,Xiaomi
MLC1491520423,,,,0.0,Xiaomi
MLC1491520825,Genérica,247.0,51.0,48.0,Genérica
MLC1491575479,,,,0.0,Imou
MLC1491585051,,,,0.0,Xiaomi
MLC1491599285,,,,0.0,Jortan
MLC1491770505,,,,0.0,Veloti
MLC1491797965,TP-Link,0.0,0.0,,
MLC1491849505,TP-Link,0.0,0.0,,
MLC1492078429,,,,0.0,RJ Tianye
MLC1492142531,,4.0,9.0,9.0,Gardepro
MLC1492149779,,,,0.0,Tuya
MLC1492306527,,,,0.0,TP-Link
MLC1492379357,,,,0.0,Ezviz
MLC1492387055,,,,0.0,newness Digital Lens
MLC1492392949,,,,0.0,Camara
MLC1492401251,,,,0.0,V380 Pro
MLC1492460597,,0.0,0.0,0.0,Genérica
MLC1492468299,,0.0,0.0,0.0,Genérica
MLC1492588625,,,,0.0,Genérica
MLC1492675431,Bellator,0.0,0.0,0.0,Bellator
MLC1492701277,Bellator,0.0,0.0,,
MLC1492729089,Expreso,0.0,0.0,,
MLC1492766753,Expreso,0.0,0.0,,
MLC1492785307,Ezviz,53.0,88.0,88.0,Ezviz
MLC1492790757,,,,0.0,Mini
MLC1492807275,,,,0.0,Genérica
MLC1492837855,,,,0.0,Genérica
MLC1492857663,,,,0.0,Genérica
MLC1492863191,,,,0.0,Jortan
MLC1492867031,,0.0,0.0,,
MLC1492869869,Betensh,0.0,0.0,,
MLC1492910241,Ezviz,3.0,2.0,0.0,Ezviz
MLC1493000713,,,,0.0,Genérica
MLC1493228747,,0.0,0.0,0.0,Genérica
MLC1493238087,,,,0.0,Mini Cámara
MLC1493245397,,17.0,0.0,0.0,Dahua
MLC1493248917,,,,0.0,Eufy
MLC1493268737,,0.0,0.0,0.0,Genérica
MLC1493339357,,,,0.0,ZHU
MLC1493353383,Dahua,0.0,0.0,,
MLC1493429841,,0.0,0.0,0.0,Dahua
MLC1493547821,,0.0,0.0,0.0,Genérica
MLC1493648311,,,,0.0,Hikvision
MLC1494256401,Wifi Smart Net Camera,0.0,0.0,3.0,Wifi Smart Net Camera
MLC1494500721,,,,0.0,Ezviz
MLC1494552305,,,,0.0,Mini Cámara
MLC1494578989,,,,1.0,Genérica
MLC1494593833,,0.0,2.0,2.0,Xiaomi
MLC1494780647,Adkar,0.0,0.0,,
MLC1494818757,Buypal,0.0,0.0,,
MLC1494858501,,,,0.0,Jortan
MLC1494870571,Buypal,6.0,10.0,11.0,Buypal
MLC1494874257,OEM,0.0,0.0,,
MLC1494940081,,0.0,0.0,,
MLC1494957637,Jortan,0.0,0.0,,
MLC1495036479,Detector Movimiento,0.0,0.0,,
MLC1495045713,TP-Link,0.0,0.0,,
MLC1495061437,Genérica,0.0,0.0,,
MLC1495100023,Genérica,0.0,0.0,,
MLC1495114175,Detector Movimiento,0.0,0.0,,
MLC1495148779,TP-Link,0.0,0.0,,
MLC1495231176,,,,0.0,Adkar
MLC1495720437,Imou,0.0,0.0,,
MLC1495732853,,,,0.0,Imou
MLC1495856239,,0.0,0.0,,
MLC1495871695,Ezviz,0.0,0.0,,
MLC1495928843,,0.0,0.0,0.0,Yoosee
MLC1495994671,,,,0.0,Genérica
MLC1496099171,,,,0.0,Ezviz
MLC1496126286,,,,0.0,Adkar
MLC1496351023,,,,0.0,Reolink
MLC1496389537,,,,0.0,Genérica
MLC1496398957,,,,0.0,Genérica
MLC1496729007,Imou,0.0,0.0,,
MLC1496886839,,,,0.0,Clipshop
MLC1496890621,,,,0.0,Gen-3
MLC1496908787,,,,0.0,Genérica
MLC1496916367,Genérica,0.0,0.0,,
MLC1497049723,,2.0,1.0,1.0,Parub
MLC1497423845,,,,0.0,Nexxt
MLC1497463011,,,,0.0,Nexxt
MLC1497484137,,,,0.0,Hikvision
MLC1497821153,,,,0.0,Eufy
MLC1497884885,,6.0,14.0,10.0,Yoosee
MLC1497955277,Lylu 5g,0.0,0.0,,
MLC1497959425,Genérica,0.0,0.0,,
MLC1498015665,,0.0,2.0,2.0,Parub
MLC1498644127,,0.0,0.0,,
MLC1498657097,Jortan,0.0,1.0,1.0,Jortan
MLC1498672687,,0.0,0.0,0.0,Luuk Young
MLC1498721437,,,,0.0,Jortan
MLC1498721439,,,,0.0,Jortan
MLC1498830463,,,,0.0,Genérica
MLC1498930959,,,,0.0,Vision
MLC1499108487,Dahua,3.0,19.0,21.0,Dahua
MLC1499115775,,,,0.0,Blink
MLC1499147313,,3.0,2.0,5.0,Dahua
MLC1499168429,,,,0.0,Hikvision
MLC1499414593,,,,0.0,Genérica
MLC1499457047,Mlab,0.0,0.0,,
MLC1499560743,,,,0.0,Xiaomi
MLC1499601779,,,,0.0,Fuers
MLC1499764259,Xiaomi,6.0,14.0,14.0,Xiaomi
MLC1499794689,Jortan,0.0,0.0,0.0,Jortan
MLC1499885221,Adkar,0.0,0.0,,
MLC1500205021,,0.0,0.0,0.0,Genérica
MLC1500424795,,0.0,1.0,0.0,Art House
MLC1500428885,,,,0.0,INSKAM
MLC1500441947,,,,0.0,Genérica
MLC1500483255,,0.0,0.0,0.0,Lylu 5g
MLC1500495013,,,,0.0,Betensh
MLC1500508849,,0.0,0.0,,
MLC1500515485,,,,0.0,Art House
MLC1500520089,,,,1.0,Genérica
MLC1501083547,,0.0,0.0,0.0,Genérica
MLC1501376261,Qatar Shop,3.0,7.0,6.0,Qatar Shop
MLC1501406381,,12.0,8.0,8.0,Genérica
MLC1501422401,,4.0,0.0,0.0,Genérica
MLC1501441015,,,,0.0,Genérica
MLC1501509175,Vision,2.0,0.0,0.0,Vision
MLC1501511497,,,,0.0,Ezviz
MLC1501549579,,,,0.0,Cloud Storage
MLC1501963715,,,,0.0,Genérica
MLC1501975099,,,,0.0,Wyze
MLC1501994479,Dahua,1.0,2.0,2.0,Dahua
MLC1502007409,,,,0.0,
MLC1502032027,,0.0,0.0,,
MLC1502045475,,,,0.0,Betensh
MLC1502047139,,,,0.0,Eufy
MLC1502275076,,,,0.0,Emporio Analia
MLC1502484127,,,,0.0,Yoosee
MLC1502831249,,0.0,0.0,,
MLC1502832559,,0.0,1.0,1.0,Yilot
MLC1502844801,,0.0,0.0,,
MLC1502928603,,0.0,0.0,,
MLC1502929241,,0.0,0.0,0.0,Genérica
MLC1502949470,,0.0,1.0,1.0,Sricam
MLC1503216354,,,,0.0,Sricam Latindomo
MLC1503262729,QP,0.0,0.0,2.0,QP
MLC1503295473,,,,0.0,Genérica
MLC1503323693,,,,0.0,V380
MLC1503359407,,0.0,0.0,0.0,Levofast
MLC1503721355,,,,0.0,Eufy Security
MLC1503813569,,0.0,0.0,0.0,Genérica
MLC1503907627,MVC,1.0,4.0,3.0,MVC
MLC1504268721,,,,0.0,Supercenter
MLC1504348879,,0.0,0.0,,
MLC1504354701,,,,0.0,Genérica
MLC1504446399,,0.0,0.0,0.0,Lylu 5g
MLC1504588621,,,,0.0,2NLF
MLC1504598523,,0.0,2.0,2.0,Hoso
MLC1504750377,,5.0,4.0,4.0,Genérica
MLC1504828255,Genérica,11.0,6.0,6.0,Genérica
MLC1504839463,,0.0,0.0,0.0,Jortan
MLC1504855869,,0.0,0.0,,
MLC1504995031,,,,0.0,Genérica
MLC1505067335,,4.0,7.0,9.0,Hoso
MLC1505253103,,,,0.0,Genérica
MLC1505267125,,,,0.0,Ezviz
MLC1505349187,,,,0.0,Ezviz
MLC1505365519,,,,0.0,EPA
MLC1505377115,,0.0,0.0,0.0,Genérica
MLC1505674907,Ezviz,1.0,3.0,2.0,Ezviz
MLC1505675661,,,,0.0,Dahua
MLC1505681149,,,,0.0,TP-Link
MLC1505708987,,0.0,0.0,,
MLC1505713683,,0.0,0.0,0.0,Ezviz
MLC1505745625,,,,0.0,TP-Link
MLC1506008167,Dahua,0.0,0.0,0.0,Dahua
MLC1506124809,,,,0.0,Vida Buenas
MLC1506292233,,0.0,0.0,0.0,Genérica
MLC1506473375,,,,0.0,Imou
MLC1506842659,Hikvision,0.0,0.0,0.0,Hikvision
MLC1506947235,,0.0,0.0,,
MLC1507039291,,10.0,20.0,18.0,Rhinofen
MLC1507348933,,,,0.0,Genérica
MLC1507401739,,0.0,0.0,,
MLC1508052443,,,,0.0,Lylu 5g
MLC1508107331,,0.0,0.0,0.0,Hikvision
MLC1508911445,Dahua,0.0,0.0,0.0,Dahua
MLC1508949455,Dahua,14.0,5.0,5.0,Dahua
MLC1509004933,Dahua INTELIGENCIA ARTIFICIAL,1.0,0.0,0.0,Dahua INTELIGENCIA ARTIFICIAL
MLC1509009885,Genérica,2.0,2.0,2.0,Genérica
MLC1509011149,,,,0.0,Dahua
MLC1509011151,,,,0.0,Dahua
MLC1509341699,TP-Link,0.0,0.0,,
MLC1509480807,,,,0.0,Blink
MLC1509480809,,,,0.0,Blink
MLC1509485401,,1.0,0.0,0.0,Genérica
MLC1509647691,,,,0.0,Xiaomi
MLC1509701389,,,,0.0,Ezviz
MLC1510472273,,,,0.0,TP-Link
MLC1510485191,,,,0.0,TP-Link
MLC1510555769,,,,0.0,WiFI Smart Camera
MLC1510820649,Hikvision,0.0,1.0,0.0,Hikvision
MLC1510911049,,1.0,1.0,1.0,Hikvision
MLC1510981803,,,,0.0,Wifi Smart Net Camera
MLC1510988463,,,,0.0,Genérica
MLC1511040541,,,,0.0,TP-Link
MLC1511217355,Dahua,1.0,0.0,0.0,Dahua
MLC1511399135,,,,0.0,Hikvision
MLC1511722685,,,,0.0,Besder
MLC1512012913,,,,0.0,Osmao
MLC1512054977,,,,0.0,Ezviz
MLC1512177548,,,,0.0,General
MLC1512413471,,,,0.0,Penta Service
MLC1512420409,,,,0.0,Penta Service
MLC1512643189,TP-Link,0.0,0.0,,
MLC1512660505,,166.0,177.0,182.0,APP_YOOSEE
MLC1512759177,TP-Link,1.0,1.0,0.0,TP-Link
MLC1512936043,,0.0,0.0,,
MLC1513173767,,2.0,0.0,0.0,Vision
MLC1513422995,WiFI Smart Camera,4.0,1.0,1.0,WiFI Smart Camera
MLC1513465061,,,,0.0,Yoosee
MLC1513472859,,0.0,0.0,,
MLC1513485899,Hikvision,0.0,0.0,0.0,Hikvision
MLC1513672093,,,,0.0,Fuers
MLC1513718929,,,,0.0,Xiaomi
MLC1513866339,,0.0,1.0,1.0,TP-Link
MLC1513867119,TP-Link,0.0,0.0,,
MLC1513879511,,0.0,0.0,,
MLC1514743075,,,,0.0,Jortan
MLC1514964659,,,,0.0,Tecnopro
MLC1515077243,,,,0.0,Genérica
MLC1515344876,,,,0.0,NGTeco
MLC1515357898,,,,0.0,NGTeco
MLC1515372989,,,,0.0,WiFI Smart Camera
MLC1515612157,Hikvision,0.0,0.0,,
MLC1515639073,,,,0.0,Mlab
MLC1515703041,,,,0.0,Jortan
MLC1515707367,,3.0,1.0,1.0,Genérica
MLC1515712069,OEM,0.0,1.0,1.0,OEM
MLC1516034909,TP-Link,0.0,0.0,1.0,TP-Link
MLC1516275664,,,,0.0,Dahua
MLC1516291703,,0.0,0.0,0.0,Citotools
MLC1516338685,,0.0,0.0,0.0,WiFI Camera
MLC1516403455,Genérica,0.0,1.0,1.0,Genérica
MLC1516453441,,0.0,0.0,,
MLC1516468145,,,,0.0,Genérica
MLC1516479201,Genérica,0.0,0.0,0.0,Genérica
MLC1516778481,TP-Link,0.0,0.0,0.0,TP-Link
MLC1516791289,,0.0,0.0,0.0,TP-Link
MLC1516815601,Genérica,0.0,0.0,0.0,Genérica
MLC1516821653,,0.0,0.0,0.0,TP-Link
MLC1516838557,FunPesca,2.0,4.0,0.0,FunPesca
MLC1516860481,TP-Link,0.0,0.0,0.0,TP-Link
MLC1516892195,,,,0.0,TP-Link
MLC1516903606,,,,0.0,Genérica
MLC1516967337,,0.0,0.0,,
MLC1517014679,,1.0,0.0,0.0,Ezviz
MLC1517442513,,,,0.0,Hikvision
MLC1517470471,,,,0.0,Nexxt
MLC1517530873,,,,0.0,Nexxt
MLC1517935837,CCTV,0.0,0.0,,
MLC1517956515,,,,0.0,Arkifi
MLC1518122017,,1.0,0.0,0.0,Tasbel
MLC1518148319,,2.0,2.0,2.0,Jortan
MLC1518194887,Dahua,1.0,1.0,1.0,Dahua
MLC1518216993,,,,0.0,QP
MLC1518217817,,,,0.0,
MLC1518256329,,,,0.0,
MLC1518295267,,0.0,0.0,,
MLC1518355337,,,,0.0,EshopAngie
MLC1518648729,IP Camara,0.0,0.0,1.0,IP Camara
MLC1518684479,,,,0.0,Philco
MLC1518731453,,,,0.0,Philco
MLC1519137957,Vision,0.0,0.0,0.0,Vision
MLC1519286485,,0.0,0.0,,
MLC1519289843,,0.0,0.0,,
MLC1519304921,,,,0.0,BALUN PARA CAMARAS DE SEGURIDAD HD FULLHD 1080
MLC1519312697,,0.0,0.0,0.0,importadora nueva oriente
MLC1519356817,,0.0,1.0,,
MLC1519463616,,0.0,0.0,1.0,V380
MLC1519955895,,13.0,9.0,9.0,Genérica
MLC1519993303,,,,8.0,Genérica
MLC1520031777,KR STORE ONLINE,7.0,2.0,1.0,KR STORE ONLINE
MLC1520060861,,,,0.0,Aspor
MLC1520067469,Genérica,1.0,0.0,0.0,Genérica
MLC1520082327,,,,0.0,Arkifi
MLC1520104645,,,,5.0,Dahua
MLC1520156229,,0.0,0.0,0.0,WiFI Smart Camera
MLC1520385761,,,,0.0,Arkifi
MLC1520410425,,,,0.0,Ip
MLC1520632839,,,,0.0,QP
MLC1520801247,Jortan,0.0,0.0,,
MLC1520846611,Hikvision,0.0,0.0,,
MLC1520912267,,0.0,0.0,0.0,Jortan
MLC1520950895,,0.0,0.0,0.0,Betensh
MLC1521165919,,,,0.0,Hikvision
MLC1521165921,,,,0.0,Hikvision
MLC1521191701,,,,0.0,Hikvision
MLC1521243833,,3.0,0.0,0.0,Hikvision
MLC1521243835,,0.0,0.0,0.0,Hikvision
MLC1521503563,TP-Link,0.0,0.0,0.0,TP-Link
MLC1521507379,,,,0.0,Ezviz
MLC1521511217,,,,0.0,Lylu 5g
MLC1521519799,,,,0.0,Genérica
MLC1521971115,,0.0,0.0,0.0,Arkifi
MLC1522008453,Hikvision,0.0,0.0,,
MLC1522288133,,,,0.0,Tecnopro
MLC1522299943,,0.0,0.0,,
MLC1522314209,,,,0.0,Aspor
MLC1522327371,,,,0.0,Aspor
MLC1522376585,,0.0,0.0,0.0,Genérica
MLC1522382289,,0.0,0.0,0.0,Dahua
MLC1522623489,Philco,1.0,6.0,7.0,Philco
MLC1522636309,,2.0,0.0,0.0,Philco
MLC1522661537,,1.0,2.0,2.0,Genérica
MLC1522675401,,0.0,8.0,8.0,Betensh
MLC1522726645,,1.0,0.0,0.0,Genérica
MLC1522731971,,,,0.0,iCSee
MLC1522735995,,0.0,4.0,4.0,Genérica
MLC1522737761,,1.0,0.0,0.0,Genérica
MLC1522789971,,2.0,0.0,1.0,RYLIOSA
MLC1522806267,,0.0,0.0,,
MLC1522808309,,,,0.0,Genérica
MLC1523052889,Hikvision,0.0,0.0,149.0,Hikvision
MLC1523211189,,,,0.0,IRM
MLC1523296115,,0.0,0.0,0.0,Hongxing
MLC1523525759,,,,0.0,QP
MLC1524032631,Hikvision,3.0,12.0,12.0,Hikvision
MLC1524037501,,,,0.0,Genérica
MLC1524361485,,,,0.0,Blink
MLC1524441684,,,,0.0,Ezviz
MLC1524709356,,,,0.0,Genérica
MLC1524735296,SriHome,1.0,0.0,0.0,SriHome
MLC1524759032,,,,0.0,Parub
MLC1524773852,,,,0.0,TP-Link
MLC1524812960,,,,0.0,Genérica
MLC1524964040,,,,0.0,Anran
MLC1525393024,,23.0,22.0,0.0,Anran
MLC1525521543,,,,0.0,
MLC1525630761,,,,0.0,Shenzhen
MLC1525832841,,0.0,0.0,,
MLC1526046915,,2.0,1.0,1.0,Movillano
MLC1526533123,,0.0,0.0,0.0,Jortan
MLC1527256202,,,,0.0,Genérica
MLC1527673960,,,,0.0,TP-Link
MLC1527685856,,,,0.0,Adkar
MLC1527686146,,,,0.0,TP-Link
MLC1527759114,,,,0.0,Lylu 5g
MLC1527780372,,,,0.0,sovmiku
MLC1527798646,,4.0,0.0,0.0,Gianpa
MLC1527826484,,,,0.0,Philco
MLC1528101731,,,,0.0,Xiaomi
MLC1528114205,,,,0.0,Xiaomi
MLC1528158151,,,,0.0,Xiaomi
MLC1528170131,,0.0,1.0,,
MLC1528586723,Mini Cámara,1.0,3.0,3.0,Mini Cámara
MLC1528665901,,,,0.0,Imou
MLC1529039873,Dahua,1.0,3.0,3.0,Dahua
MLC1529052489,,,,0.0,Dahua
MLC1529113511,,,,0.0,Genérica
MLC1529378835,,3.0,5.0,5.0,Jortan
MLC1529451125,,0.0,0.0,,
MLC1529528987,,,,0.0,AOSU
MLC1529997225,,,,0.0,Genérica
MLC1530020585,,,,0.0,Genérica
MLC1530090635,Lylu 5g,0.0,0.0,,
MLC1530444201,,0.0,0.0,0.0,Dahua
MLC1530514239,,0.0,0.0,6.0,Dahua
MLC1531068559,,0.0,0.0,0.0,Hongxing
MLC1531438343,,,,0.0,Xiaomi
MLC1531450555,,0.0,0.0,0.0,Hikvision
MLC1531465361,Xiaomi,180.0,133.0,134.0,Xiaomi
MLC1531481541,,,,0.0,Eufy
MLC1531521437,,,,0.0,Dahua
MLC1531551105,,0.0,0.0,,
MLC1531554785,,,,0.0,Escam
MLC1531566401,,,,0.0,Dahua
MLC1531684491,,,,0.0,Dahua
MLC1531692527,,0.0,0.0,0.0,Dahua
MLC1531698507,,,,0.0,Hikvision
MLC1532010323,TP-Link,0.0,0.0,,
MLC1532272594,,,,0.0,Dahua
MLC1532379057,Xiaomi,20.0,21.0,19.0,Xiaomi
MLC1532467049,Bivena,19.0,16.0,0.0,Bivena
MLC1532577411,,0.0,0.0,0.0,Generac
MLC1532773405,,,,0.0,Nexxt
MLC1532806701,Ezviz,6.0,28.0,25.0,Ezviz
MLC1532829193,Ezviz,27.0,3.0,2.0,Ezviz
MLC1532839895,Xiaomi,11.0,11.0,10.0,Xiaomi
MLC1532865339,,,,0.0,Nexxt
MLC1532870267,,0.0,0.0,0.0,Camara
MLC1532870269,Camara,2.0,1.0,0.0,Camara
MLC1533042893,Ezviz,13.0,1.0,1.0,Ezviz
MLC1533104853,,,,0.0,
MLC1533107065,,,,0.0,Ezviz
MLC1533119607,Ezviz,1.0,1.0,1.0,Ezviz
MLC1533130857,Ezviz,0.0,0.0,,
MLC1533711597,Ezviz,4.0,2.0,0.0,Ezviz
MLC1533728629,,,,1.0,Cubull
MLC1533769581,,,,0.0,Cubull
MLC1533785343,Ezviz,32.0,21.0,22.0,Ezviz
MLC1534048557,,,,0.0,Tecnopro
MLC1534071329,,,,0.0,Câmera IP Wifi Inteligente
MLC1534097891,,,,0.0,
MLC1534621771,,,,0.0,iCSee
MLC1534634199,,,,0.0,Smart Camera
MLC1534634777,,,,0.0,iCSee
MLC1534969145,Xiaomi,9.0,8.0,0.0,Xiaomi
MLC1535033351,,0.0,0.0,0.0,Dahua
MLC1535173315,,,,0.0,2NLF
MLC1535272527,,,,0.0,Aspor
MLC1535285391,,,,0.0,Aspor
MLC1535332709,,,,0.0,Aspor
MLC1535434059,,1.0,0.0,0.0,Sosafe
MLC1535632741,Genérica,25.0,69.0,68.0,Genérica
MLC1535643959,,,,0.0,Genérica
MLC1536518329,,,,0.0,
MLC1536592022,,,,0.0,Dahua
MLC1536594936,,,,0.0,Camara
MLC1536632020,,,,0.0,Camara
MLC1536651668,,,,0.0,Genérica
MLC1536717014,,,,0.0,Camara
MLC1536791981,,,,1.0,Dahua
MLC1536843917,,,,0.0,Dahua
MLC1536866099,,0.0,0.0,0.0,Dahua
MLC1536877021,,,,0.0,IRM
MLC1536883043,,,,0.0,Dahua
MLC1537159751,,,,0.0,
MLC1537216655,,1.0,0.0,0.0,Smart Camara
MLC1537239089,,,,0.0,Smart Camara
MLC1537344051,,3.0,0.0,6.0,Dahua
MLC1537372821,,9.0,16.0,16.0,Hikvision
MLC1537396511,Hikvision,0.0,10.0,12.0,Hikvision
MLC1537721295,,,,0.0,Dahua
MLC1537943797,,,,0.0,Wifi Smart Net Camera
MLC1538121769,Detector Movimiento,1.0,1.0,2.0,Detector Movimiento
MLC1538345907,,,,0.0,Genérica
MLC1538346819,IP Camara,0.0,4.0,2.0,IP Camara
MLC1538348847,,3.0,4.0,4.0,Kay Shop
MLC1538382747,,,,6.0,Lylu 5g
MLC1538396173,,,,0.0,QP
MLC1538959659,,0.0,0.0,0.0,Cam Yoosee
MLC1539282251,,,,0.0,Bellator
MLC1539294687,,,,0.0,Bellator
MLC1539315912,,,,0.0,hOMESHOP
MLC1539339141,,,,0.0,Genérica
MLC1539354017,TP-Link,0.0,0.0,0.0,TP-Link
MLC1539408987,,1.0,0.0,0.0,Quelima
MLC1539408989,Quelima,1.0,1.0,2.0,Quelima
MLC1539512473,,0.0,0.0,0.0,Generic
MLC1539514615,,0.0,0.0,0.0,Genérica
MLC1539514873,,0.0,0.0,0.0,Wifi Smart Net Camera
MLC1539540897,Wifi Smart Net Camera,10.0,42.0,42.0,Wifi Smart Net Camera
MLC1539615096,,10.0,8.0,4.0,Antenas Chile
MLC1539979687,Wifi Smart Net Camera,88.0,111.0,108.0,Wifi Smart Net Camera
MLC1540006963,,,,0.0,Ezviz
MLC1540031163,,1.0,0.0,,
MLC1540083296,,,,0.0,Camara
MLC1540083996,,,,0.0,Imou
MLC1540416713,,,,0.0,QP
MLC1540468529,,,,0.0,Camara
MLC1540533121,,,,0.0,WiFI Smart Camera
MLC1540541440,,1.0,0.0,0.0,Ezviz
MLC1540551852,,4.0,0.0,0.0,Ezviz
MLC1540590712,,0.0,0.0,,
MLC1540939773,,,,0.0,
MLC1541034383,,0.0,0.0,0.0,Genérica
MLC1541062131,,0.0,0.0,0.0,CERE
MLC1541175988,TP-Link,7.0,11.0,5.0,TP-Link
MLC1541286875,,,,0.0,
MLC1541478703,,0.0,0.0,1.0,TP-Link
MLC1541607766,,3.0,0.0,0.0,Hikvision
